   +1.000000E-3;   +1.498640E+6
   +2.000000E-3;   +1.489775E+6
   +3.000000E-3;   +1.470979E+6
   +4.000000E-3;   +1.419814E+6
   +5.000000E-3;   +1.382015E+6
   +6.000000E-3;   +1.388235E+6
   +7.000000E-3;   +1.389191E+6
   +8.000000E-3;   +1.375319E+6
   +9.000000E-3;   +1.382071E+6
   +1.000000E-2;   +1.379868E+6
   +1.100000E-2;   +1.332476E+6
   +1.200000E-2;   +1.304997E+6
   +1.300000E-2;   +1.340896E+6
   +1.400000E-2;   +1.300524E+6
   +1.500000E-2;   +1.290232E+6
   +1.600000E-2;   +1.236629E+6
   +1.700000E-2;   +1.252196E+6
   +1.800000E-2;   +1.275677E+6
   +1.900000E-2;   +1.265440E+6
   +2.000000E-2;   +1.216782E+6
   +2.100000E-2;   +1.186454E+6
   +2.200000E-2;   +1.201786E+6
   +2.300000E-2;   +1.232119E+6
   +2.400000E-2;   +1.253844E+6
   +2.500000E-2;   +1.274386E+6
   +2.600000E-2;   +1.298284E+6
   +2.700000E-2;   +1.281847E+6
   +2.800000E-2;   +1.256543E+6
   +2.900000E-2;   +1.253462E+6
   +3.000000E-2;   +1.210297E+6
   +3.100000E-2;   +1.174556E+6
   +3.200000E-2;   +1.224413E+6
   +3.300000E-2;   +1.249602E+6
   +3.400000E-2;   +1.259601E+6
   +3.500000E-2;   +1.261342E+6
   +3.600000E-2;   +1.270784E+6
   +3.700000E-2;   +1.246941E+6
   +3.800000E-2;   +1.305382E+6
   +3.900000E-2;   +1.277750E+6
   +4.000000E-2;   +1.265404E+6
   +4.100000E-2;   +1.302254E+6
   +4.200000E-2;   +1.326797E+6
   +4.300000E-2;   +1.335179E+6
   +4.400000E-2;   +1.311144E+6
   +4.500000E-2;   +1.331901E+6
   +4.600000E-2;   +1.361327E+6
   +4.700000E-2;   +1.348016E+6
   +4.800000E-2;   +1.379988E+6
   +4.900000E-2;   +1.414331E+6
   +5.000000E-2;   +1.407586E+6
   +5.100000E-2;   +1.376614E+6
   +5.200000E-2;   +1.381210E+6
   +5.300000E-2;   +1.372815E+6
   +5.400000E-2;   +1.394866E+6
   +5.500000E-2;   +1.414350E+6
   +5.600000E-2;   +1.380844E+6
   +5.700000E-2;   +1.395252E+6
   +5.800000E-2;   +1.404698E+6
   +5.900000E-2;   +1.388893E+6
   +6.000000E-2;   +1.419277E+6
   +6.100000E-2;   +1.446859E+6
   +6.200000E-2;   +1.414488E+6
   +6.300000E-2;   +1.449368E+6
   +6.400000E-2;   +1.455350E+6
   +6.500000E-2;   +1.440959E+6
   +6.600000E-2;   +1.436743E+6
   +6.700000E-2;   +1.470311E+6
   +6.800000E-2;   +1.449760E+6
   +6.900000E-2;   +1.467031E+6
   +7.000000E-2;   +1.453787E+6
