   +5.000000E-2;   +1.412496E+6
   +5.144928E-2;   +1.291538E+6
   +5.289855E-2;   +1.215576E+6
   +5.434783E-2;   +1.268956E+6
   +5.579710E-2;   +1.196846E+6
   +5.724638E-2;   +1.206228E+6
   +5.869565E-2;   +1.137157E+6
   +6.014493E-2;   +1.283803E+6
   +6.159420E-2;   +1.185928E+6
   +6.304348E-2;   +1.189412E+6
   +6.449275E-2;   +1.068021E+6
   +6.594203E-2;   +1.275673E+6
   +6.739130E-2;   +1.221843E+6
   +6.884058E-2;   +1.158456E+6
   +7.028986E-2;   +1.218216E+6
   +7.173913E-2;   +1.119384E+6
   +7.318841E-2;   +1.161300E+6
   +7.463768E-2;   +1.135925E+6
   +7.608696E-2;   +1.219085E+6
   +7.753623E-2;   +1.130618E+6
   +7.898551E-2;   +1.228367E+6
   +8.043478E-2;   +1.186553E+6
   +8.188406E-2;   +1.146052E+6
   +8.333333E-2;   +1.247857E+6
   +8.478261E-2;   +1.191792E+6
   +8.623188E-2;   +1.198723E+6
   +8.768116E-2;   +1.137166E+6
   +8.913043E-2;   +1.249283E+6
   +9.057971E-2;   +1.236901E+6
   +9.202899E-2;   +1.208018E+6
   +9.347826E-2;   +1.148171E+6
   +9.492754E-2;   +1.319640E+6
   +9.637681E-2;   +1.337175E+6
   +9.782609E-2;   +1.312372E+6
   +9.927536E-2;   +1.281749E+6
   +1.007246E-1;   +1.295142E+6
   +1.021739E-1;   +1.248763E+6
   +1.036232E-1;   +1.156643E+6
   +1.050725E-1;   +1.281539E+6
   +1.065217E-1;   +1.271576E+6
   +1.079710E-1;   +1.325403E+6
   +1.094203E-1;   +1.307144E+6
   +1.108696E-1;   +1.328774E+6
   +1.123188E-1;   +1.579670E+6
   +1.137681E-1;   +1.576907E+6
   +1.152174E-1;   +1.533766E+6
   +1.166667E-1;   +1.565053E+6
   +1.181159E-1;   +1.558572E+6
   +1.195652E-1;   +1.545906E+6
   +1.210145E-1;   +1.570907E+6
   +1.224638E-1;   +1.599179E+6
   +1.239130E-1;   +1.575595E+6
   +1.253623E-1;   +1.573398E+6
   +1.268116E-1;   +1.566607E+6
   +1.282609E-1;   +1.585797E+6
   +1.297101E-1;   +1.554084E+6
   +1.311594E-1;   +1.530078E+6
   +1.326087E-1;   +1.549228E+6
   +1.340580E-1;   +1.548480E+6
   +1.355072E-1;   +1.530964E+6
   +1.369565E-1;   +1.549528E+6
   +1.384058E-1;   +1.559987E+6
   +1.398551E-1;   +1.573446E+6
   +1.413043E-1;   +1.537534E+6
   +1.427536E-1;   +1.525354E+6
   +1.442029E-1;   +1.540464E+6
   +1.456522E-1;   +1.534492E+6
   +1.471014E-1;   +1.518178E+6
   +1.485507E-1;   +1.537653E+6
   +1.500000E-1;   +1.545268E+6
