   +5.000000E-2;   +1.064936E+6
   +5.101351E-2;   +1.153462E+6
   +5.202703E-2;   +1.159658E+6
   +5.304054E-2;   +1.166786E+6
   +5.405405E-2;   +1.197867E+6
   +5.506757E-2;   +1.219860E+6
   +5.608108E-2;   +1.227328E+6
   +5.709459E-2;   +1.330362E+6
   +5.810811E-2;   +1.411392E+6
   +5.912162E-2;   +1.430832E+6
   +6.013514E-2;   +1.495981E+6
   +6.114865E-2;   +1.453785E+6
   +6.216216E-2;   +1.453661E+6
   +6.317568E-2;   +1.418891E+6
   +6.418919E-2;   +1.378116E+6
   +6.520270E-2;   +1.314370E+6
   +6.621622E-2;   +1.230080E+6
   +6.722973E-2;   +1.185620E+6
   +6.824324E-2;   +1.153614E+6
   +6.925676E-2;   +1.123274E+6
   +7.027027E-2;   +1.112739E+6
   +7.128378E-2;   +1.145433E+6
   +7.229730E-2;   +1.125621E+6
   +7.331081E-2;   +1.126105E+6
   +7.432432E-2;   +1.152143E+6
   +7.533784E-2;   +1.119601E+6
   +7.635135E-2;   +1.119067E+6
   +7.736486E-2;   +1.135711E+6
   +7.837838E-2;   +1.187260E+6
   +7.939189E-2;   +1.080512E+6
   +8.040541E-2;   +1.241026E+6
   +8.141892E-2;   +1.146928E+6
   +8.243243E-2;   +1.144777E+6
   +8.344595E-2;   +1.156350E+6
   +8.445946E-2;   +1.142457E+6
   +8.547297E-2;   +1.244277E+6
   +8.648649E-2;   +1.188275E+6
   +8.750000E-2;   +1.136913E+6
   +8.851351E-2;   +1.227162E+6
   +8.952703E-2;   +1.188046E+6
   +9.054054E-2;   +1.104744E+6
   +9.155405E-2;   +1.260342E+6
   +9.256757E-2;   +1.199793E+6
   +9.358108E-2;   +1.181296E+6
   +9.459459E-2;   +1.133849E+6
   +9.560811E-2;   +1.216916E+6
   +9.662162E-2;   +1.177658E+6
   +9.763514E-2;   +1.184739E+6
   +9.864865E-2;   +1.212006E+6
   +9.966216E-2;   +1.189353E+6
   +1.006757E-1;   +1.144240E+6
   +1.016892E-1;   +1.185304E+6
   +1.027027E-1;   +1.198319E+6
   +1.037162E-1;   +1.130472E+6
   +1.047297E-1;   +1.223126E+6
   +1.057432E-1;   +1.190722E+6
   +1.067568E-1;   +1.216359E+6
   +1.077703E-1;   +1.180183E+6
   +1.087838E-1;   +1.181214E+6
   +1.097973E-1;   +1.167761E+6
   +1.108108E-1;   +1.203897E+6
   +1.118243E-1;   +1.153734E+6
   +1.128378E-1;   +1.229726E+6
   +1.138514E-1;   +1.225313E+6
   +1.148649E-1;   +1.190286E+6
   +1.158784E-1;   +1.194725E+6
   +1.168919E-1;   +1.166406E+6
   +1.179054E-1;   +1.159444E+6
   +1.189189E-1;   +1.252033E+6
   +1.199324E-1;   +1.241730E+6
   +1.209459E-1;   +1.203459E+6
   +1.219595E-1;   +1.250077E+6
   +1.229730E-1;   +1.255520E+6
   +1.239865E-1;   +1.236411E+6
   +1.250000E-1;   +1.211235E+6
