4	--
4	--
4	--
6	--
6	--
6	--
10	--
10	--
10	--
10	--
10	--
10	--
10	2443.90354
15	2262.0465
20	2179.21369
20	2199.48525
30	2026.11066
30	2021.18821
50	1892.50674
50	1829.21464
60	1802.76206
60	1807.01857
60	1709.22761
80	1663.21949
100	1642.55788
100	1612.38083
120	1588.84416
120	1596.61141
150	1454.39563
200	--
200	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
--	--
