0.001	100
0.002	106
0.003	102
0.004	79
0.005	87
0.006	116
0.007	94
0.008	111
0.009	99
0.01	90
0.011	101
0.012	99
0.013	91
0.014	96
0.015	92
0.016	113
0.017	100
0.018	95
0.019	102
0.02	107
0.021	94
0.022	108
0.023	100
0.024	100
0.025	110
0.026	115
0.027	93
0.028	109
0.029	118
0.03	115
0.031	104
0.032	128
0.033	119
0.034	142
0.035	156
0.036	198
0.037	223
0.038	221
0.039	243
0.04	233
0.041	286
0.042	255
0.043	285
0.044	314
0.045	318
0.046	392
0.047	297
0.048	284
0.049	303
0.05	384
0.051	333
0.052	382
0.053	404
0.054	427
0.055	411
0.056	447
0.057	450
0.058	453
0.059	537
0.06	459
0.061	626
0.062	553
0.063	535
0.064	673
0.065	716
0.066	730
0.067	707
0.068	619
0.069	725
0.07	552
0.071	734
0.072	640
0.073	686
0.074	862
0.075	821
0.076	901
0.077	909
0.078	891
0.079	903
0.08	814
0.081	837
0.082	1156
0.083	968
0.084	1088
0.085	820
